	winner	outcome	loser	duration	matchtype	date	city	state
2	John Morrison	def.	Dolph Ziggler		2 out of 3 falls	Nov 17th 2009	Philadelphia	Pennsylvania
3	Mickie James	def.	Layla		&nbsp;	Nov 17th 2009	Philadelphia	Pennsylvania
4	Tyson Kidd	def. (DQ)	Rey Mysterio		&nbsp;	Nov 17th 2009	Philadelphia	Pennsylvania
5	Chris Jericho	draw (NC)	Kane		&nbsp;	Nov 17th 2009	Philadelphia	Pennsylvania
0	Zack Ryder	def.	Shelton Benjamin		&nbsp;	Nov 17th 2009	Philadelphia	Pennsylvania
1	Eric Escobar	def.	Jimmy Wang Yang		&nbsp;	Nov 17th 2009	Philadelphia	Pennsylvania
0	The Hurricane	def.	Paul Burchill	12:57	mask vs. career	Nov 17th 2009	Philadelphia	Pennsylvania
1	Vance Archer	def.	Johnny Andrews	01:04	&nbsp;	Nov 17th 2009	Philadelphia	Pennsylvania
2	C. M. Punk	def.	Christian	10:59	&nbsp;	Nov 17th 2009	Philadelphia	Pennsylvania
0	The Miz	def. (pin)	Montel Vontavious Porter		&nbsp;	Nov 16th 2009	New York	New York
1	Santino Marella	def. (pin)	Chavo Guerrero		&nbsp;	Nov 16th 2009	New York	New York
2	Melina	def. (pin)	Alicia Fox	01:37	lumberjill	Nov 16th 2009	New York	New York
3	Jack Swagger	def. (pin)	Evan Bourne		&nbsp;	Nov 16th 2009	New York	New York
4	John Cena	def. (pin)	Shawn Michaels	07:07	triple-threat tag	Nov 16th 2009	New York	New York
0	Mark Henry	def. (pin)	Cody Rhodes	08:00	&nbsp;	Nov 16th 2009	New York	New York
0	C. M. Punk	def.	R-Truth		&nbsp;	Nov 10th 2009	Sheffield	England
1	Natalya	def.	Mickie James		&nbsp;	Nov 10th 2009	Sheffield	England
2	Finlay	draw (NC)	Drew McIntyre		&nbsp;	Nov 10th 2009	Sheffield	England
3	Beth Phoenix	def.	Lisa Taylor		&nbsp;	Nov 10th 2009	Sheffield	England
4	John Morrison	draw (DCO)	Dolph Ziggler		&nbsp;	Nov 10th 2009	Sheffield	England
5	The Undertaker	def. (sub)	Chris Jericho		&nbsp;	Nov 10th 2009	Sheffield	England
0	Shelton Benjamin	def. (CO)	Zack Ryder		&nbsp;	Nov 10th 2009	Sheffield	England
1	Matt Hardy	def.	David Hart Smith		&nbsp;	Nov 10th 2009	Sheffield	England
0	Goldust	def. (pin)	Paul Burchill	04:01	&nbsp;	Nov 10th 2009	Sheffield	England
1	Vance Archer	def. (pin)	Jason Blackwell	01:16	&nbsp;	Nov 10th 2009	Sheffield	England
2	Christian	def. (pin)	William Regal	22:51	&nbsp;	Nov 10th 2009	Sheffield	England
0	Alicia Fox	def. (pin)	Kelly Kelly	02:37	&nbsp;	Nov 9th 2009	Sheffield	England
1	Sheamus	def. (pin)	David Hintz	02:01	&nbsp;	Nov 9th 2009	Sheffield	England
2	Evan Bourne	def. (pin)	Jack Swagger		&nbsp;	Nov 9th 2009	Sheffield	England
3	Randy Orton	def. (pin)	Mark Henry		&nbsp;	Nov 9th 2009	Sheffield	England
4	Ricky Hatton	def. (KO)	Chavo Guerrero	02:17	boxer vs. wrestler	Nov 9th 2009	Sheffield	England
5	Shawn Michaels	def. (pin)	Chris Jericho	13:06	&nbsp;	Nov 9th 2009	Sheffield	England
0	Chris Masters	def.	Primo		&nbsp;	Nov 9th 2009	Sheffield	England
1	Montel Vontavious Porter	def.	Ted DiBiase Jr.		&nbsp;	Nov 9th 2009	Sheffield	England
0	David Hart Smith	def.	John Morrison		6-person tag	Nov 3rd 2009	Providence	Rhode Island
1	Beth Phoenix	def.	Brittney Carter		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
2	Drew McIntyre	def.	Jimmy Wang Yang		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
3	Rey Mysterio	def.	Mike Knox		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
4	R-Truth	def.	C. M. Punk		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
5	Matt Hardy	def. (DQ)	Batista		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
0	Chris Jericho	def.	Finlay		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
1	Paul Burchill	def.	Tyler Reks		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
0	William Regal	def. (pin)	Goldust	04:09	&nbsp;	Nov 3rd 2009	Providence	Rhode Island
1	Shelton Benjamin	def. (pin)	Zack Ryder	03:53	&nbsp;	Nov 3rd 2009	Providence	Rhode Island
2	Vance Archer	def. (pin)	Logan Jones		&nbsp;	Nov 3rd 2009	Providence	Rhode Island
3	Christian	def. (pin)	Ezekiel Jackson	05:48	&nbsp;	Nov 3rd 2009	Providence	Rhode Island
0	The Miz	def. (pin)	Evan Bourne		&nbsp;	Nov 2nd 2009	Worcester	Massachusetts
1	Sheamus	def.	Jamie Noble		&nbsp;	Nov 2nd 2009	Worcester	Massachusetts
2	Kofi Kingston	def. (pin)	Cody Rhodes		6-person tag	Nov 2nd 2009	Worcester	Massachusetts
3	Alicia Fox	def.	Brie Bella		battle royale	Nov 2nd 2009	Worcester	Massachusetts
4	Chris Jericho	def. (pin)	John Cena		triple-threat	Nov 2nd 2009	Worcester	Massachusetts
0	Santino Marella	def.	Chavo Guerrero		&nbsp;	Nov 2nd 2009	Worcester	Massachusetts
1	Jack Swagger	def. (pin)	Primo		&nbsp;	Nov 2nd 2009	Worcester	Massachusetts
0	Dolph Ziggler	def. (CO)	John Morrison	08:49	&nbsp;	Oct 27th 2009	Rochester	New York
1	Beth Phoenix	def. (pin)	Jenny Brooks	02:18	&nbsp;	Oct 27th 2009	Rochester	New York
2	Matt Hardy	def. (pin)	Eric Escobar	03:50	&nbsp;	Oct 27th 2009	Rochester	New York
3	Finlay	draw (NC)	Drew McIntyre		&nbsp;	Oct 27th 2009	Rochester	New York
4	C. M. Punk	def. (pin)	Scott Armstrong	02:03	&nbsp;	Oct 27th 2009	Rochester	New York
5	Chris Jericho	def. (pin)	Kane	12:24	&nbsp;	Oct 27th 2009	Rochester	New York
0	Zack Ryder	def. (pin)	Tyler Reks	04:25	&nbsp;	Oct 27th 2009	Rochester	New York
1	JTG	def. (pin)	David Hart Smith	10:46	6-person tag	Oct 27th 2009	Rochester	New York
0	Sheamus	def.	Shelton Benjamin	10:35	&nbsp;	Oct 27th 2009	Rochester	New York
1	Christian	def. (pin)	Yoshi Tatsu	15:47	&nbsp;	Oct 27th 2009	Rochester	New York
0	Kofi Kingston	def. (pin)	Chris Jericho		&nbsp;	Oct 26th 2009	Buffalo	New York
1	Melina	def. (pin)	Chavo Guerrero		&nbsp;	Oct 26th 2009	Buffalo	New York
2	Mark Henry	def. (pin)	Cody Rhodes		&nbsp;	Oct 26th 2009	Buffalo	New York
3	Evan Bourne	def. (CO)	The Miz		&nbsp;	Oct 26th 2009	Buffalo	New York
4	Sheamus	def. (pin)	Jamie Noble		&nbsp;	Oct 26th 2009	Buffalo	New York
5	Triple H	def. (pin)	The Big Show		no disqualification lumberjack	Oct 26th 2009	Buffalo	New York
0	Jack Swagger	def.	Primo		&nbsp;	Oct 26th 2009	Buffalo	New York
1	Alicia Fox	def.	Kelly Kelly		&nbsp;	Oct 26th 2009	Buffalo	New York
0	The Miz	def. (pin)	John Morrison	10:54	&nbsp;	Oct 25th 2009	Pittsburgh	Pennsylvania
1	Beth Phoenix	def. (pin)	Gail Kim	06:54	6-person tag	Oct 25th 2009	Pittsburgh	Pennsylvania
2	The Undertaker	def. (pin)	Batista	09:55	fatal 4-way	Oct 25th 2009	Pittsburgh	Pennsylvania
3	Chris Jericho	def. (pin)	Cody Rhodes	15:34	14-person tag	Oct 25th 2009	Pittsburgh	Pennsylvania
4	John Cena	def. (sub)	Randy Orton	60:00	"60-minute ""Ironman"" (Anything Goes, falls count anywhere, no DQ)"	Oct 25th 2009	Pittsburgh	Pennsylvania
0	David Hart Smith	def. (pin)	Dolph Ziggler		handicap tag	Oct 20th 2009	Columbia	South Carolina
1	John Morrison	def. (pin)	Mike Knox		&nbsp;	Oct 20th 2009	Columbia	South Carolina
2	Batista	def. (pin)	Chris Jericho		&nbsp;	Oct 20th 2009	Columbia	South Carolina
3	Mickie James	def. (pin)	Layla		&nbsp;	Oct 20th 2009	Columbia	South Carolina
4	The Undertaker	def. (sub)	C. M. Punk		submission	Oct 20th 2009	Columbia	South Carolina
0	Goldust	def.	Ezekiel Jackson		&nbsp;	Oct 20th 2009	Columbia	South Carolina
1	Drew McIntyre	def.	Matt Hardy		&nbsp;	Oct 20th 2009	Columbia	South Carolina
0	Yoshi Tatsu	def. (pin)	Zack Ryder	08:57	&nbsp;	Oct 20th 2009	Columbia	South Carolina
1	Sheamus	draw (NC)	J. T. Quinn	01:11	&nbsp;	Oct 20th 2009	Columbia	South Carolina
2	Christian	def. (pin)	Chris Jericho	13:58	&nbsp;	Oct 20th 2009	Columbia	South Carolina
0	Cody Rhodes	def. (pin)	Chavo Guerrero		10-person tag	Oct 19th 2009	Jacksonville	Florida
1	Randy Orton	def. (pin)	Ted DiBiase Jr.	04:23	&nbsp;	Oct 19th 2009	Jacksonville	Florida
2	Triple H	def. (pin)	John Cena	20:16	&nbsp;	Oct 19th 2009	Jacksonville	Florida
3	The Miz	def. (pin)	Marty Jannetty	02:40	&nbsp;	Oct 19th 2009	Jacksonville	Florida
4	Melina	def. (pin)	Jillian Hall	01:01	&nbsp;	Oct 19th 2009	Jacksonville	Florida
5	Chris Jericho	draw (NC)	Shawn Michaels		&nbsp;	Oct 19th 2009	Jacksonville	Florida
0	Kelly Kelly	def.	Gail Kim		&nbsp;	Oct 19th 2009	Jacksonville	Florida
0	Dolph Ziggler	def.	Finlay		triple-threat	Oct 13th 2009	Lexington	Kentucky
1	JTG	def.	David Hart Smith		&nbsp;	Oct 13th 2009	Lexington	Kentucky
2	Eric Escobar	def.	Matt Hardy		&nbsp;	Oct 13th 2009	Lexington	Kentucky
3	Drew McIntyre	def. (CO)	R-Truth		&nbsp;	Oct 13th 2009	Lexington	Kentucky
4	Rey Mysterio	def.	Batista		&nbsp;	Oct 13th 2009	Lexington	Kentucky
0	Vladimir Kozlov	def. (pin)	Tommy Dreamer		&nbsp;	Oct 13th 2009	Lexington	Kentucky
1	C. M. Punk	def. (DQ)	John Morrison		&nbsp;	Oct 13th 2009	Lexington	Kentucky
0	Ezekiel Jackson	def. (pin)	Goldust	05:48	&nbsp;	Oct 13th 2009	Lexington	Kentucky
1	Paul Burchill	def. (pin)	The Hurricane	07:01	&nbsp;	Oct 13th 2009	Lexington	Kentucky
2	Christian	def. (pin)	William Regal	14:17	&nbsp;	Oct 13th 2009	Lexington	Kentucky
0	The Big Show	def. (CO)	Chris Jericho	04:36	&nbsp;	Oct 12th 2009	Indianapolis	Indiana
1	Jillian Hall	def. (pin)	Mickie James	01:16	&nbsp;	Oct 12th 2009	Indianapolis	Indiana
2	Melina	def. (pin)	Jillian Hall	00:26	&nbsp;	Oct 12th 2009	Indianapolis	Indiana
3	Cody Rhodes	def. (pin)	John Cena	13:19	triple-threat	Oct 12th 2009	Indianapolis	Indiana
4	Jack Swagger	def. (pin)	Montel Vontavious Porter	02:35	&nbsp;	Oct 12th 2009	Indianapolis	Indiana
5	Kofi Kingston	def. (pin)	Evan Bourne		&nbsp;	Oct 12th 2009	Indianapolis	Indiana
6	Gail Kim	def. (pin)	Alicia Fox	02:28	6-person tag	Oct 12th 2009	Indianapolis	Indiana
7	Cody Rhodes	def. (pin)	John Cena	06:10	&nbsp;	Oct 12th 2009	Indianapolis	Indiana
0	Mark Henry	def.	Chris Masters		&nbsp;	Oct 12th 2009	Indianapolis	Indiana
0	Rey Mysterio	def. (pin)	Chris Jericho		&nbsp;	Oct 6th 2009	Trenton	New Jersey
1	Michelle McCool	def. (pin)	Eve Torres		&nbsp;	Oct 6th 2009	Trenton	New Jersey
2	John Morrison	def. (pin)	Dolph Ziggler		&nbsp;	Oct 6th 2009	Trenton	New Jersey
3	Drew McIntyre	def. (pin)	Matt Hardy		&nbsp;	Oct 6th 2009	Trenton	New Jersey
4	C. M. Punk	def. (CO)	Batista		&nbsp;	Oct 6th 2009	Trenton	New Jersey
0	Shelton Benjamin	def. (DQ)	Sheamus		&nbsp;	Oct 6th 2009	Trenton	New Jersey
1	JTG	def.	David Hart Smith		&nbsp;	Oct 6th 2009	Trenton	New Jersey
0	Ezekiel Jackson	def. (pin)	Goldust	05:21	&nbsp;	Oct 6th 2009	Trenton	New Jersey
1	Yoshi Tatsu	def. (pin)	William Regal	09:40	&nbsp;	Oct 6th 2009	Trenton	New Jersey
2	Christian	draw (NC)	Zack Ryder	12:20	&nbsp;	Oct 6th 2009	Trenton	New Jersey
0	Brie Bella	def. (pin)	Alicia Fox		14 diva tag	Oct 5th 2009	Philadelphia	Pennsylvania
1	Jack Swagger	def. (pin)	Primo		&nbsp;	Oct 5th 2009	Philadelphia	Pennsylvania
2	Mark Henry	def. (pin)	Chavo Guerrero		&nbsp;	Oct 5th 2009	Philadelphia	Pennsylvania
3	The Miz	def. (pin)	Kofi Kingston		&nbsp;	Oct 5th 2009	Philadelphia	Pennsylvania
4	Shawn Michaels	def. (pin)	Chris Jericho		&nbsp;	Oct 5th 2009	Philadelphia	Pennsylvania
0	Ted DiBiase Jr.	def. (pin)	Evan Bourne		&nbsp;	Oct 5th 2009	Philadelphia	Pennsylvania
0	The Undertaker	def. (pin)	C. M. Punk	10:24	"""Hell In A Cell"""	Oct 4th 2009	Newark	New Jersey
1	John Morrison	def. (pin)	Dolph Ziggler	15:41	&nbsp;	Oct 4th 2009	Newark	New Jersey
2	Mickie James	def. (pin)	Alicia Fox	05:20	&nbsp;	Oct 4th 2009	Newark	New Jersey
3	Chris Jericho	def. (pin)	Batista	13:41	&nbsp;	Oct 4th 2009	Newark	New Jersey
4	Randy Orton	def. (pin)	John Cena	21:24	"""Hell In A Cell"""	Oct 4th 2009	Newark	New Jersey
5	Drew McIntyre	def. (pin)	R-Truth	04:38	&nbsp;	Oct 4th 2009	Newark	New Jersey
6	Kofi Kingston	def. (pin)	Jack Swagger	07:53	triple-threat	Oct 4th 2009	Newark	New Jersey
7	Shawn Michaels	def. (pin)	Cody Rhodes	18:02	"""Hell In A Cell"" (tag)"	Oct 4th 2009	Newark	New Jersey
0	Batista	def. (pin)	Kane		&nbsp;	Sep 29th 2009	Boston	Massachusetts
1	Dolph Ziggler	def. (pin)	John Morrison		&nbsp;	Sep 29th 2009	Boston	Massachusetts
2	Michelle McCool	def. (pin)	Melina		lumberjack	Sep 29th 2009	Boston	Massachusetts
3	John Cena	def. (pin)	C. M. Punk		8-person tag	Sep 29th 2009	Boston	Massachusetts
0	Shad Gaspard	def.	Tyson Kidd	11:45	&nbsp;	Sep 29th 2009	Boston	Massachusetts
0	Shelton Benjamin	def. (pin)	Paul Burchill	10:39	&nbsp;	Sep 29th 2009	Boston	Massachusetts
1	Christian	def. (pin)	Ezekiel Jackson	14:25	8-person tag	Sep 29th 2009	Boston	Massachusetts
0	Chris Jericho	def. (pin)	Mark Henry	18:18	&nbsp;	Sep 28th 2009	Albany	New York
1	Mickie James	def. (pin)	Rosa Mendes	03:36	&nbsp;	Sep 28th 2009	Albany	New York
2	Jack Swagger	def. (pin)	Evan Bourne	03:02	&nbsp;	Sep 28th 2009	Albany	New York
3	Chavo Guerrero	def. (sub)	Hornswoggle	02:20	&nbsp;	Sep 28th 2009	Albany	New York
4	John Cena	def. (DQ)	Chris Jericho	03:21	Gauntlet	Sep 28th 2009	Albany	New York
5	John Cena	def. (DQ)	The Big Show	05:52	Gauntlet	Sep 28th 2009	Albany	New York
6	John Cena	draw (NC)	Randy Orton	04:28	Gauntlet	Sep 28th 2009	Albany	New York
0	Sheamus	def.	Tyler Reks		&nbsp;	Sep 28th 2009	Albany	New York
1	Kofi Kingston	def.	The Miz		&nbsp;	Sep 28th 2009	Albany	New York
0	Finlay	def.	Dolph Ziggler		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
1	Kane	def.	Slam Master J.		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
2	Batista	def. (DQ)	The Big Show		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
3	David Hart Smith	def.	JTG		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
4	The Undertaker	def. (CO)	C. M. Punk		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
0	Goldust	def. (DQ)	William Regal		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
1	Layla	def.	Maria Kanellis		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
2	Matt Hardy	def. (DQ)	Kane		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
0	Yoshi Tatsu	def.	Paul Burchill	06:28	&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
1	Ezekiel Jackson	def.	Brandon Young		&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
2	Christian	def.	Zack Ryder	13:40	&nbsp;	Sep 22nd 2009	Tulsa	Oklahoma
0	Triple H	def. (DQ)	Cody Rhodes	09:13	&nbsp;	Sep 21st 2009	Little Rock	Arkansas
1	The Miz	def. (pin)	Evan Bourne	05:22	&nbsp;	Sep 21st 2009	Little Rock	Arkansas
2	Beth Phoenix	def. (pin)	Mickie James	01:12	&nbsp;	Sep 21st 2009	Little Rock	Arkansas
3	Kofi Kingston	def. (CO)	Jack Swagger	01:50	&nbsp;	Sep 21st 2009	Little Rock	Arkansas
4	Cedric the Entertainer	def. (pin)	Chavo Guerrero	04:15	&nbsp;	Sep 21st 2009	Little Rock	Arkansas
5	Chris Jericho	def. (pin)	John Cena	08:14	6-person tag	Sep 21st 2009	Little Rock	Arkansas
0	Primo	def.	Chris Masters		&nbsp;	Sep 21st 2009	Little Rock	Arkansas
0	John Morrison	def. (pin)	Mike Knox		&nbsp;	Sep 15th 2009	Hamilton	Ontario
1	Melina	def. (pin)	Michelle McCool		&nbsp;	Sep 15th 2009	Hamilton	Ontario
2	David Hart Smith	def. (pin)	JTG		&nbsp;	Sep 15th 2009	Hamilton	Ontario
3	The Great Khali	def. (DQ)	Kane		&nbsp;	Sep 15th 2009	Hamilton	Ontario
4	Charlie Haas	def. (forfeit)	R-Truth		&nbsp;	Sep 15th 2009	Hamilton	Ontario
5	Batista	def. (pin)	Chris Jericho		&nbsp;	Sep 15th 2009	Hamilton	Ontario
0	Christian	def. (pin)	Paul Burchill		&nbsp;	Sep 15th 2009	Hamilton	Ontario
1	Dolph Ziggler	def. (pin)	Finlay		&nbsp;	Sep 15th 2009	Hamilton	Ontario
0	William Regal	def. (pin)	The Hurricane	02:45	&nbsp;	Sep 15th 2009	Hamilton	Ontario
1	Yoshi Tatsu	def. (pin)	Zack Ryder	06:35	&nbsp;	Sep 15th 2009	Hamilton	Ontario
2	Zack Ryder	def.	Ezekiel Jackson	16:15	battle royale	Sep 15th 2009	Hamilton	Ontario
0	Jack Swagger	def. (pin)	Kofi Kingston	02:54	&nbsp;	Sep 14th 2009	Toronto	Ontario
1	Alicia Fox	def. (pin)	Gail Kim	03:39	&nbsp;	Sep 14th 2009	Toronto	Ontario
2	Shawn Michaels	def. (DQ)	Ted DiBiase, Jr.	09:02	&nbsp;	Sep 14th 2009	Toronto	Ontario
3	Evan Bourne	def. (pin)	Carlito	03:51	&nbsp;	Sep 14th 2009	Toronto	Ontario
4	Montel Vontavious Porter	def. (DQ)	Beth Phoenix	01:32	&nbsp;	Sep 14th 2009	Toronto	Ontario
5	Mark Henry	def. (pin)	Beth Phoenix	05:01	6-person tag	Sep 14th 2009	Toronto	Ontario
6	Batista	def. (pin)	Randy Orton	05:01	no holds barred	Sep 14th 2009	Toronto	Ontario
0	Chris Masters	def. (sub)	Santino Marella		&nbsp;	Sep 14th 2009	Toronto	Ontario
0	Chris Jericho	def. (pin)	Mark Henry	12:13	&nbsp;	Sep 13th 2009	Montreal	Quebec
1	Kofi Kingston	def. (pin)	The Miz	11:56	&nbsp;	Sep 13th 2009	Montreal	Quebec
2	Cody Rhodes	def. (sub)	Shawn Michaels	21:40	submissions count anywhere (tag)	Sep 13th 2009	Montreal	Quebec
3	Kane	def. (pin)	The Great Khali	05:50	"""Singapore Cane"""	Sep 13th 2009	Montreal	Quebec
4	Christian	def. (pin)	William Regal	10:15	&nbsp;	Sep 13th 2009	Montreal	Quebec
5	John Cena	def. (sub)	Randy Orton	19:46	"""I Quit"""	Sep 13th 2009	Montreal	Quebec
6	C. M. Punk	def. (sub)	The Undertaker	08:52	submission	Sep 13th 2009	Montreal	Quebec
0	Finlay	def. (pin)	Mike Knox		"""Belfast Brawl"""	Sep 8th 2009	Rockford	Illinois
1	David Hart Smith	draw (NC)	The Great Khali		&nbsp;	Sep 8th 2009	Rockford	Illinois
2	Chris Jericho	def. (pin)	JTG		&nbsp;	Sep 8th 2009	Rockford	Illinois
3	John Morrison	def. (pin)	Charlie Haas		&nbsp;	Sep 8th 2009	Rockford	Illinois
4	Layla	def. (pin)	Melina		&nbsp;	Sep 8th 2009	Rockford	Illinois
5	C. M. Punk	def. (sub)	Matt Hardy		&nbsp;	Sep 8th 2009	Rockford	Illinois
0	Nikki Bella	def.	Katie Lea Burchill		&nbsp;	Sep 8th 2009	Rockford	Illinois
1	Kane	def.	Jimmy Wang Yang		&nbsp;	Sep 8th 2009	Rockford	Illinois
2	Dolph Ziggler	def.	Slam Master J.		&nbsp;	Sep 8th 2009	Rockford	Illinois
0	Gregory Helms	def. (pin)	Paul Burchill	11:29	&nbsp;	Sep 8th 2009	Rockford	Illinois
1	Sheamus	def. (pin)	Goldust	04:39	&nbsp;	Sep 8th 2009	Rockford	Illinois
2	Zack Ryder	def. (pin)	Rory Fargo	01:30	&nbsp;	Sep 8th 2009	Rockford	Illinois
3	Ezekiel Jackson	def. (pin)	Christian	16:10	&nbsp;	Sep 8th 2009	Rockford	Illinois
0	Montel Vontavious Porter	def. (pin)	Chris Jericho		&nbsp;	Sep 7th 2009	Chicago	Illinois
1	Evan Bourne	def. (pin)	Chavo Guerrero		&nbsp;	Sep 7th 2009	Chicago	Illinois
2	John Cena	def. (DQ)	Cody Rhodes		&nbsp;	Sep 7th 2009	Chicago	Illinois
3	The Big Show	def.	Santino Marella		bodyslam	Sep 7th 2009	Chicago	Illinois
4	Mark Henry	def.	The Big Show		bodyslam	Sep 7th 2009	Chicago	Illinois
5	Shawn Michaels	def. (sub)	Chris Masters		&nbsp;	Sep 7th 2009	Chicago	Illinois
0	Sheamus	def. (pin)	Yoshi Tatsu		&nbsp;	Sep 7th 2009	Chicago	Illinois
1	Jack Swagger	def. (pin)	Kofi Kingston		&nbsp;	Sep 7th 2009	Chicago	Illinois
0	Finlay	def. (pin)	Kane		&nbsp;	Sep 1st 2009	Cleveland	Ohio
1	John Morrison	def. (pin)	Rey Mysterio	25:18	&nbsp;	Sep 1st 2009	Cleveland	Ohio
2	Eve Torres	def. (pin)	Layla		&nbsp;	Sep 1st 2009	Cleveland	Ohio
3	C. M. Punk	draw (NC)	Matt Hardy		&nbsp;	Sep 1st 2009	Cleveland	Ohio
0	William Regal	def.	Tyler Reks		&nbsp;	Sep 1st 2009	Cleveland	Ohio
1	David Hart Smith	def.	Eve Torres		6-person tag	Sep 1st 2009	Cleveland	Ohio
0	Shelton Benjamin	def. (pin)	Zack Ryder	03:28	&nbsp;	Sep 1st 2009	Cleveland	Ohio
1	Ezekiel Jackson	def. (pin)	Jim Parks		&nbsp;	Sep 1st 2009	Cleveland	Ohio
2	Sheamus	def. (pin)	Goldust	13:00	&nbsp;	Sep 1st 2009	Cleveland	Ohio
0	Beth Phoenix	def.	Alicia Fox	04:02	battle royale	Aug 31st 2009	Detroit	Michigan
1	Chris Jericho	def. (pin)	Montel Vontavious Porter	08:48	&nbsp;	Aug 31st 2009	Detroit	Michigan
2	Hornswoggle	def.	Chavo Guerrero	01:58	"""Texas Bullrope"""	Aug 31st 2009	Detroit	Michigan
3	Mark Henry	def. (DQ)	The Big Show	05:15	&nbsp;	Aug 31st 2009	Detroit	Michigan
4	Kofi Kingston	def. (pin)	Carlito	08:29	four-way	Aug 31st 2009	Detroit	Michigan
5	Mickie James	def. (pin)	Beth Phoenix	04:47	&nbsp;	Aug 31st 2009	Detroit	Michigan
0	Evan Bourne	def. (pin)	Chris Masters		&nbsp;	Aug 31st 2009	Detroit	Michigan
0	John Morrison	def. (pin)	David Hart Smith		&nbsp;	Aug 25th 2009	Phoenix	Arizona
1	Drew McIntyre	draw (NC)	R-Truth		&nbsp;	Aug 25th 2009	Phoenix	Arizona
2	Melina	def. (pin)	Layla		&nbsp;	Aug 25th 2009	Phoenix	Arizona
3	Rey Mysterio	def. (DQ)	Kane		&nbsp;	Aug 25th 2009	Phoenix	Arizona
4	Chris Jericho	draw (NC)	Shad Gaspard		&nbsp;	Aug 25th 2009	Phoenix	Arizona
5	Chris Jericho	def. (pin)	JTG		&nbsp;	Aug 25th 2009	Phoenix	Arizona
6	C. M. Punk	def.	Jeff Hardy	21:25	steel cage	Aug 25th 2009	Phoenix	Arizona
0	Paul Burchill	def. (pin)	The Hurricane		&nbsp;	Aug 25th 2009	Phoenix	Arizona
1	Dolph Ziggler	def. (pin)	Finlay		three-way	Aug 25th 2009	Phoenix	Arizona
0	Goldust	draw (DCO)	Sheamus	03:59	&nbsp;	Aug 25th 2009	Phoenix	Arizona
1	Tyler Reks	def. (pin)	Shelton Benjamin	04:00	&nbsp;	Aug 25th 2009	Phoenix	Arizona
2	William Regal	def. (pin)	Christian	13:15	&nbsp;	Aug 25th 2009	Phoenix	Arizona
0	The Miz	def. (pin)	Santino Marella	02:05	&nbsp;	Aug 24th 2009	Las Vegas	Nevada
1	Alicia Fox	def. (pin)	Gail Kim	02:36	"6-diva tag ""Mayweather Melee"""	Aug 24th 2009	Las Vegas	Nevada
2	Mark Henry	def. (pin)	Chris Jericho		&nbsp;	Aug 24th 2009	Las Vegas	Nevada
3	Hornswoggle	def. (DQ)	Chavo Guerrero	01:07	boxing	Aug 24th 2009	Las Vegas	Nevada
4	Mr. McMahon	def. (pin)	Cody Rhodes	13:39	no disqualification 6-man tag	Aug 24th 2009	Las Vegas	Nevada
0	Jack Swagger	def.	Primo		&nbsp;	Aug 24th 2009	Las Vegas	Nevada
0	Rey Mysterio	def. (pin)	Dolph Ziggler	12:26	&nbsp;	Aug 24th 2009	Los Angeles	California
1	Montel Vontavious Porter	def. (pin)	Jack Swagger	06:22	&nbsp;	Aug 24th 2009	Los Angeles	California
2	Chris Jericho	def. (pin)	JTG	09:42	&nbsp;	Aug 24th 2009	Los Angeles	California
3	Kane	def. (pin)	The Great Khali	05:56	&nbsp;	Aug 24th 2009	Los Angeles	California
4	Shawn Michaels	def. (pin)	Cody Rhodes	19:59	&nbsp;	Aug 24th 2009	Los Angeles	California
5	Christian	def. (pin)	William Regal	00:08	&nbsp;	Aug 24th 2009	Los Angeles	California
6	Randy Orton	def. (pin)	John Cena	20:44	&nbsp;	Aug 24th 2009	Los Angeles	California
7	C. M. Punk	def.	Jeff Hardy	19:40	TLC (singles)	Aug 24th 2009	Los Angeles	California
0	Chris Jericho	def. (pin)	JTG		6-person tag	Aug 18th 2009	Kansas City	Missouri
1	Finlay	def. (DQ)	Mike Knox		&nbsp;	Aug 18th 2009	Kansas City	Missouri
2	Maria Kanellis	def. (pin)	Layla		&nbsp;	Aug 18th 2009	Kansas City	Missouri
3	Jeff Hardy	def. (pin)	C. M. Punk		6-person tag	Aug 18th 2009	Kansas City	Missouri
0	Shelton Benjamin	def. (pin)	Tyler Reks		&nbsp;	Aug 18th 2009	Kansas City	Missouri
1	R-Truth	def. (pin)	Charlie Haas		&nbsp;	Aug 18th 2009	Kansas City	Missouri
