	winner	outcome	loser	duration	matchtype	date	city	state
2	Owen Hart	def. (DQ)	Rocky Maivia		&nbsp;	Mar 31st 1998	Syracuse	New York
3	Luna	def. (pin)	Matt Knowles		&nbsp;	Mar 31st 1998	Syracuse	New York
4	Ken Shamrock	def. (DQ)	Marc Mero		&nbsp;	Mar 31st 1998	Syracuse	New York
5	Billy Gunn	def. (pin)	8-Ball		6-person tag	Mar 31st 1998	Syracuse	New York
0	Bradshaw	def. (pin)	Savio Vega		&nbsp;	Mar 30th 1998	Albany	New York
1	8-Ball	def. (pin)	Brian Walsh		&nbsp;	Mar 30th 1998	Albany	New York
2	Mosh	def.	Brian Christopher		&nbsp;	Mar 30th 1998	Albany	New York
0	Animal	def. (pin)	Jesus Castillo Jr.		&nbsp;	Mar 30th 1998	Albany	New York
1	Kurrgan	def. (sub)	Chainz		&nbsp;	Mar 30th 1998	Albany	New York
2	Jeff Jarrett	def. (sub)	Aguila		&nbsp;	Mar 30th 1998	Albany	New York
3	Ken Shamrock	def. (pin)	Faarooq		&nbsp;	Mar 30th 1998	Albany	New York
4	Marc Mero	def. (pin)	TAKA Michinoku		&nbsp;	Mar 30th 1998	Albany	New York
5	Bodacious Bart	def. (pin)	Mosh		&nbsp;	Mar 30th 1998	Albany	New York
6	Billy Gunn	def. (pin)	Cactus Jack		steel cage (2 on 2)	Mar 30th 1998	Albany	New York
0	Animal	def. (pin)	Miguel Perez Jr.	08:19	tag team battle royale	Mar 29th 1998	Boston	Massachusetts
1	TAKA Michinoku	def. (pin)	Aguila	05:57	&nbsp;	Mar 29th 1998	Boston	Massachusetts
2	Triple H	def. (pin)	Owen Hart	11:29	&nbsp;	Mar 29th 1998	Boston	Massachusetts
3	Marc Mero	def. (pin)	Luna	09:11	&nbsp;	Mar 29th 1998	Boston	Massachusetts
4	The Rock	def. (DQ)	Ken Shamrock	04:49	&nbsp;	Mar 29th 1998	Boston	Massachusetts
5	Cactus Jack	def.	Billy Gunn	10:01	tag team dumpster	Mar 29th 1998	Boston	Massachusetts
6	The Undertaker	def. (pin)	Kane	16:58	&nbsp;	Mar 29th 1998	Boston	Massachusetts
7	Steve Austin	def. (pin)	Shawn Michaels	20:02	&nbsp;	Mar 29th 1998	Boston	Massachusetts
0	TAKA Michinoku	def. (pin)	Brian Christopher		&nbsp;	Mar 22nd 1998	New York	New York
1	Henry O. Godwinn	def.	8-Ball		"""Country Whippin&#39;"" (tag)"	Mar 22nd 1998	New York	New York
2	Marc Mero	def. (pin)	The Artist Formerly Known As Goldust		&nbsp;	Mar 22nd 1998	New York	New York
3	Cactus Jack	def. (pin)	Billy Gunn		falls count anywhere	Mar 22nd 1998	New York	New York
4	Ken Shamrock	def. (DQ)	The Rock		&nbsp;	Mar 22nd 1998	New York	New York
5	Mosh	def.	Jacques Rougeau		&nbsp;	Mar 22nd 1998	New York	New York
6	Bradshaw	def. (pin)	Barry Windham		&nbsp;	Mar 22nd 1998	New York	New York
7	Steve Austin	def. (pin)	Triple H		&nbsp;	Mar 22nd 1998	New York	New York
0	TAKA Michinoku	def.	Christopher Daniels		&nbsp;	Mar 17th 1998	Tucson	Arizona
1	Bodacious Bart	def.	Ricky Morton		&nbsp;	Mar 17th 1998	Tucson	Arizona
2	Barry Windham	def.	Steve Blackman		&nbsp;	Mar 17th 1998	Tucson	Arizona
3	Jose Estrada Jr.	draw (DDQ)	Savio Vega		&nbsp;	Mar 17th 1998	Tucson	Arizona
0	Cactus Jack	def. (DQ)	Jacques Rougeau		&nbsp;	Mar 17th 1998	Tucson	Arizona
1	Jeff Jarrett	def. (pin)	Steve Blackman		&nbsp;	Mar 17th 1998	Tucson	Arizona
2	8-Ball	draw (DCO)	Bodacious Bart		&nbsp;	Mar 17th 1998	Tucson	Arizona
3	Faarooq	draw (NC)	Chainz		&nbsp;	Mar 17th 1998	Tucson	Arizona
4	Bradshaw	def. (pin)	Barry Windham		&nbsp;	Mar 17th 1998	Tucson	Arizona
5	Steve Austin	def. (pin)	Rocky Maivia		&nbsp;	Mar 17th 1998	Tucson	Arizona
0	Ken Shamrock	def. (DQ)	D-Lo Brown		&nbsp;	Mar 16th 1998	Phoenix	Arizona
1	Jeff Jarrett	def. (pin)	Tom Brandi		&nbsp;	Mar 16th 1998	Phoenix	Arizona
2	Mosh	def. (pin)	Ricky Morton		&nbsp;	Mar 16th 1998	Phoenix	Arizona
3	Terry Funk	def. (DQ)	Billy Gunn		&nbsp;	Mar 16th 1998	Phoenix	Arizona
4	Hunter Hearst Helmsley	def. (pin)	Owen Hart		&nbsp;	Mar 16th 1998	Phoenix	Arizona
5	Luna	draw (NC)	Sable		&nbsp;	Mar 16th 1998	Phoenix	Arizona
0	D-Lo Brown	def. (pin)	Robert Gibson		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
1	Kurrgan	def. (pin)	Jason Arhndt		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
2	Jeff Jarrett	def. (sub)	Tom Brandi		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
3	8-Ball	def. (pin)	Jesus Castillo Jr.		four-way tag	Mar 3rd 1998	Wheeling	West Virginia
0	Ken Shamrock	def. (DQ)	Faarooq		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
1	Barry Windham	def. (CO)	Owen Hart		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
2	Aguila	def. (DQ)	Brian Christopher		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
3	Cactus Jack	def. (pin)	Jacques Rougeau		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
4	Mosh	def. (DQ)	Ricky Morton		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
5	Marc Mero	def. (DQ)	The Artist Formerly Known As Goldust		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
6	Hunter Hearst Helmsley	draw (NC)	Savio Vega		&nbsp;	Mar 3rd 1998	Wheeling	West Virginia
0	Aguila	def.	Brian Christopher		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
1	Bradshaw	def.	Marc Mero		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
2	Flash Funk	def.	The Artist Formerly Known As Goldust		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
3	Faarooq	def.	Tarantula		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
0	8-Ball	def. (CO)	Billy Gunn		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
1	Marc Mero	def. (pin)	Tom Brandi		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
2	Mark Henry	def. (DQ)	Owen Hart		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
3	Mosh	def. (pin)	Barry Windham		6-person tag	Mar 2nd 1998	Cleveland	Ohio
4	Steve Blackman	def. (DQ)	Kama Mustafa		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
5	Jeff Jarrett	def. (pin)	Flash Funk		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
6	Steve Austin	draw (NC)	Kane		&nbsp;	Mar 2nd 1998	Cleveland	Ohio
0	Aguila	def.	Piratita Morgan		&nbsp;	Feb 17th 1998	Waco	Texas
1	Ricky Morton	def.	Henry O. Godwinn		&nbsp;	Feb 17th 1998	Waco	Texas
2	Tom Brandi	def.	Jesus Castillo Jr.		&nbsp;	Feb 17th 1998	Waco	Texas
3	8-Ball	def.	Jacques Rougeau		&nbsp;	Feb 17th 1998	Waco	Texas
0	Billy Gunn	def. (pin)	Animal	06:14	&nbsp;	Feb 17th 1998	Waco	Texas
1	Ken Shamrock	def. (sub)	Jeff Jarrett	04:22	&nbsp;	Feb 17th 1998	Waco	Texas
2	Kurrgan	def. (pin)	8-Ball	04:13	6-person tag	Feb 17th 1998	Waco	Texas
3	TAKA Michinoku	draw (NC)	Barry Windham		&nbsp;	Feb 17th 1998	Waco	Texas
4	Bradshaw	def. (pin)	The Artist Formerly Known As Goldust	03:12	&nbsp;	Feb 17th 1998	Waco	Texas
5	Steve Blackman	def. (pin)	Rocky Maivia		&nbsp;	Feb 17th 1998	Waco	Texas
6	Mosh	def. (pin)	Ricky Morton	07:39	&nbsp;	Feb 17th 1998	Waco	Texas
7	Owen Hart	def. (DQ)	Marc Mero	03:58	&nbsp;	Feb 17th 1998	Waco	Texas
0	Brian Christopher	def. (pin)	Tony Williams		&nbsp;	Feb 16th 1998	Dallas	Texas
1	Kurrgan	def.	The Cedman		&nbsp;	Feb 16th 1998	Dallas	Texas
2	Pantera	def.	Felino		&nbsp;	Feb 16th 1998	Dallas	Texas
3	Barry Windham	def. (pin)	Tom Brandi		&nbsp;	Feb 16th 1998	Dallas	Texas
4	D-Lo Brown	def. (pin)	Bill Irwin		&nbsp;	Feb 16th 1998	Dallas	Texas
5	8-Ball	def. (DQ)	Jesus Castillo Jr.		6-person tag	Feb 16th 1998	Dallas	Texas
0	Jacques Rougeau	def. (CO)	Animal		&nbsp;	Feb 16th 1998	Dallas	Texas
1	Ken Shamrock	def. (sub)	Sniper		&nbsp;	Feb 16th 1998	Dallas	Texas
2	Ricky Morton	def. (DQ)	Mosh		&nbsp;	Feb 16th 1998	Dallas	Texas
3	Owen Hart	def. (DQ)	Jeff Jarrett		&nbsp;	Feb 16th 1998	Dallas	Texas
4	Aguila	def. (pin)	Brian Christopher		&nbsp;	Feb 16th 1998	Dallas	Texas
5	Steve Blackman	def. (pin)	Faarooq		&nbsp;	Feb 16th 1998	Dallas	Texas
6	Cactus Jack	def. (pin)	Marc Mero		&nbsp;	Feb 16th 1998	Dallas	Texas
0	Mosh	def. (pin)	Marc Mero	13:54	&nbsp;	Feb 15th 1998	Houston	Texas
1	TAKA Michinoku	def. (pin)	Pantera	10:11	&nbsp;	Feb 15th 1998	Houston	Texas
2	Henry O. Godwinn	def. (pin)	Jacques Rougeau	11:14	&nbsp;	Feb 15th 1998	Houston	Texas
3	Bradshaw	def. (DQ)	Jeff Jarrett	08:59	&nbsp;	Feb 15th 1998	Houston	Texas
4	8-Ball	def. (sub)	D-Lo Brown	13:46	10-person tag	Feb 15th 1998	Houston	Texas
5	Kane	def. (pin)	Vader	10:59	&nbsp;	Feb 15th 1998	Houston	Texas
6	Cactus Jack	def. (DQ)	Billy Gunn	17:41	no disqualification 8-man tag	Feb 15th 1998	Houston	Texas
0	Barry Windham	def. (DQ)	Animal	05:57	&nbsp;	Feb 9th 1998	Evansville	Indiana
1	Henry O. Godwinn	def. (pin)	Pierre Ouellette	04:43	&nbsp;	Feb 9th 1998	Evansville	Indiana
2	Brian Christopher	def. (pin)	Aguila	10:29	&nbsp;	Feb 9th 1998	Evansville	Indiana
3	Faarooq	def. (pin)	Chainz	04:38	&nbsp;	Feb 9th 1998	Evansville	Indiana
4	Steve Blackman	def. (sub)	Recon	06:59	&nbsp;	Feb 9th 1998	Evansville	Indiana
5	Thrasher	def. (pin)	The Artist Formerly Known As Goldust	05:40	&nbsp;	Feb 9th 1998	Evansville	Indiana
0	Owen Hart	def. (sub)	Jesus Castillo Jr.		&nbsp;	Feb 3rd 1998	Evansville	Indiana
1	Billy Gunn	def. (pin)	Flash Funk		&nbsp;	Feb 3rd 1998	Evansville	Indiana
2	Kurrgan	def.	Lance Jade		&nbsp;	Feb 3rd 1998	Evansville	Indiana
3	8-Ball	def. (DQ)	Ricky Morton		&nbsp;	Feb 3rd 1998	Evansville	Indiana
4	Bradshaw	def.	Mark Kyle		&nbsp;	Feb 3rd 1998	Evansville	Indiana
0	Rocky Maivia	def. (pin)	Tom Brandi		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
1	Jesus Castillo Jr.	def. (pin)	Henry O. Godwinn		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
2	Brian Christopher	def. (pin)	Pantera		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
3	Jose Estrada Jr.	def. (pin)	Jacques Rougeau		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
0	Terry Funk	draw (NC)	Cactus Jack		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
1	Owen Hart	def. (DQ)	Billy Gunn		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
2	Marc Mero	def. (pin)	Mosh		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
3	Chainz	def. (CO)	Faarooq		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
4	Bradshaw	def. (pin)	Barry Windham		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
5	Steve Austin	def. (DQ)	Road Dogg		&nbsp;	Feb 2nd 1998	Indianapolis	Indiana
0	Ken Shamrock	def. (DQ)	Mark Henry		&nbsp;	Jan 26th 1998	Davis	California
1	Barry Windham	def. (pin)	Animal		&nbsp;	Jan 26th 1998	Davis	California
2	Vader	def. (pin)	The Artist Formerly Known As Goldust		&nbsp;	Jan 26th 1998	Davis	California
3	Billy Gunn	def. (DQ)	Cactus Jack		&nbsp;	Jan 26th 1998	Davis	California
4	Pantera	def. (pin)	Brian Christopher		&nbsp;	Jan 26th 1998	Davis	California
5	Jacques Rougeau	def. (pin)	Mosh		&nbsp;	Jan 26th 1998	Davis	California
6	Owen Hart	def. (pin)	The Artist Formerly Known As Goldust		&nbsp;	Jan 26th 1998	Davis	California
0	Jeff Jarrett	def. (pin)	Chainz		&nbsp;	Jan 20th 1998	Davis	California
1	TAKA Michinoku	def. (pin)	Jesus Castillo Jr.		&nbsp;	Jan 20th 1998	Davis	California
2	Kurrgan	def. (sub)	Michael Modest		&nbsp;	Jan 20th 1998	Davis	California
3	Bradshaw	def. (pin)	Donovan Morgan		&nbsp;	Jan 20th 1998	Davis	California
4	Mini Nova (Sagrada)	def.	Battalion		&nbsp;	Jan 20th 1998	Davis	California
0	Animal	def. (DQ)	Ricky Morton		&nbsp;	Jan 19th 1998	Fresno	California
1	Mark Henry	def.	The Black Phantom		&nbsp;	Jan 19th 1998	Fresno	California
2	Steve Blackman	def.	Bob Bradley		&nbsp;	Jan 19th 1998	Fresno	California
3	Max Mini	def. (pin)	El Torito		&nbsp;	Jan 19th 1998	Fresno	California
4	Pantera	def. (pin)	Chilongo		&nbsp;	Jan 19th 1998	Fresno	California
0	8-Ball	draw (DCO)	D-Lo Brown	04:41	6-person tag	Jan 19th 1998	Fresno	California
1	Marc Mero	def. (pin)	Tom Brandi	03:30	&nbsp;	Jan 19th 1998	Fresno	California
2	Jacques Rougeau	def. (DQ)	Cactus Jack	03:16	&nbsp;	Jan 19th 1998	Fresno	California
3	Jeff Jarrett	def. (pin)	Bradshaw	03:41	&nbsp;	Jan 19th 1998	Fresno	California
4	Mosh	def. (pin)	Jesus Castillo Jr.	03:01	8-person tag	Jan 19th 1998	Fresno	California
5	Rocky Maivia	def. (pin)	Ahmed Johnson	02:43	&nbsp;	Jan 19th 1998	Fresno	California
6	Billy Gunn	def. (pin)	Henry O. Godwinn	04:53	&nbsp;	Jan 19th 1998	Fresno	California
0	Vader	def. (pin)	The Artist Formerly Known As Goldust	07:47	&nbsp;	Jan 18th 1998	San Jose	California
1	Max Mini	def. (pin)	Battalion	07:49	6-person tag	Jan 18th 1998	San Jose	California
2	The Rock	def. (DQ)	Ken Shamrock	10:53	&nbsp;	Jan 18th 1998	San Jose	California
3	Animal	def. (DQ)	Billy Gunn	07:56	&nbsp;	Jan 18th 1998	San Jose	California
4	Steve Austin	def.	8-Ball	55:24	30-man Royal Rumble	Jan 18th 1998	San Jose	California
5	Shawn Michaels	def.	The Undertaker	20:37	casket	Jan 18th 1998	San Jose	California
0	Owen Hart	def. (sub)	Brian Christopher		&nbsp;	Jan 12th 1998	State College	Pennsylvania
1	Faarooq	def. (pin)	Mark Schrader		&nbsp;	Jan 12th 1998	State College	Pennsylvania
2	Jesus Castillo Jr.	draw (DDQ)	Recon		&nbsp;	Jan 12th 1998	State College	Pennsylvania
3	Steve Blackman	def. (sub)	Al Phillips		&nbsp;	Jan 12th 1998	State College	Pennsylvania
4	Tom Brandi	def. (pin)	Jimmy Cicero		&nbsp;	Jan 12th 1998	State College	Pennsylvania
0	Billy Gunn	def. (pin)	Henry O. Godwinn	04:10	four-way tag	Jan 12th 1998	State College	Pennsylvania
1	Kurrgan	def. (pin)	Jimmy Cicero	02:28	handicap tag elimination	Jan 12th 1998	State College	Pennsylvania
2	Vader	def. (DQ)	Marc Mero	02:57	&nbsp;	Jan 12th 1998	State College	Pennsylvania
3	Ken Shamrock	draw (NC)	D-Lo Brown	03:46	&nbsp;	Jan 12th 1998	State College	Pennsylvania
4	8-Ball	def. (DQ)	Ricky Morton	02:29	&nbsp;	Jan 12th 1998	State College	Pennsylvania
5	Mankind	draw (NC)	The Artist Formerly Known As Goldust	00:14	&nbsp;	Jan 12th 1998	State College	Pennsylvania
6	Jesus Castillo Jr.	def. (pin)	Scott Taylor	04:33	&nbsp;	Jan 12th 1998	State College	Pennsylvania
0	TAKA Michinoku	def. (pin)	Brian Christopher	06:00	&nbsp;	Jan 10th 1998	New York	New York
1	Henry O. Godwinn	def. (pin)	Mosh	03:00	"""Country Whippin&#39;"" (tag)"	Jan 10th 1998	New York	New York
2	Tom Brandi	def. (DQ)	Marc Mero		&nbsp;	Jan 10th 1998	New York	New York
3	Ken Shamrock	def. (pin)	Faarooq		&nbsp;	Jan 10th 1998	New York	New York
4	Animal	def. (pin)	Billy Gunn		steel cage (3 on 3)	Jan 10th 1998	New York	New York
5	Vader	def. (pin)	The Artist Formerly Known As Goldust		&nbsp;	Jan 10th 1998	New York	New York
6	Kane	def. (pin)	Chainz	02:00	&nbsp;	Jan 10th 1998	New York	New York
7	Cactus Jack	def. (pin)	D-Lo Brown		falls count anywhere (tag)	Jan 10th 1998	New York	New York
0	Rocky Maivia	def. (pin)	Chainz	05:04	&nbsp;	Dec 30th 1997	New Haven	Connecticut
1	Mosh	def. (DQ)	Phineas I. Godwinn	03:56	&nbsp;	Dec 30th 1997	New Haven	Connecticut
2	The Jackyl	def. (pin)	Scott Taylor	04:46	&nbsp;	Dec 30th 1997	New Haven	Connecticut
3	TAKA Michinoku	def. (pin)	Pablo Marquez	04:06	&nbsp;	Dec 30th 1997	New Haven	Connecticut
4	Steve Blackman	def.	Nick Barbarry		&nbsp;	Dec 30th 1997	New Haven	Connecticut
0	Ken Shamrock	def. (sub)	Faarooq	05:03	&nbsp;	Dec 30th 1997	New Haven	Connecticut
1	Jeff Jarrett	def. (pin)	Barry Windham	03:35	&nbsp;	Dec 30th 1997	New Haven	Connecticut
2	8-Ball	def. (pin)	Recon	03:39	&nbsp;	Dec 30th 1997	New Haven	Connecticut
3	Owen Hart	def. (pin)	Savio Vega		&nbsp;	Dec 30th 1997	New Haven	Connecticut
4	Marc Mero	def. (DQ)	Tom Brandi	03:41	&nbsp;	Dec 30th 1997	New Haven	Connecticut
5	Flash Funk	def. (DQ)	The Artist Formerly Known As Goldust	02:33	&nbsp;	Dec 30th 1997	New Haven	Connecticut
6	Billy Gunn	def. (pin)	Mosh	04:59	&nbsp;	Dec 30th 1997	New Haven	Connecticut
0	Vader	def.	Julio Sanchez		&nbsp;	Dec 29th 1997	Uniondale	New York
1	Steve Blackman	def. (sub)	Jimmy Cicero	03:03	&nbsp;	Dec 29th 1997	Uniondale	New York
2	Mark Henry	def.	D-Lo Brown		&nbsp;	Dec 29th 1997	Uniondale	New York
3	Blackjack Bradshaw	def. (DQ)	Recon	04:42	&nbsp;	Dec 29th 1997	Uniondale	New York
4	Jeff Jarrett	def. (sub)	Scott Taylor	05:04	&nbsp;	Dec 29th 1997	Uniondale	New York
0	8-Ball	def. (pin)	Jesus Castillo Jr.	03:17	6-person tag	Dec 29th 1997	Uniondale	New York
1	Ken Shamrock	def. (sub)	Kama Mustafa	03:36	&nbsp;	Dec 29th 1997	Uniondale	New York
2	Brian Christopher	def. (DQ)	George Steele	02:38	&nbsp;	Dec 29th 1997	Uniondale	New York
3	Cactus Jack	def. (DQ)	Road Dogg	02:12	&nbsp;	Dec 29th 1997	Uniondale	New York
4	Owen Hart	def. (DQ)	Shawn Michaels	10:14	&nbsp;	Dec 29th 1997	Uniondale	New York
0	Recon	def.	Jeff Hardy		&nbsp;	Dec 11th 1997	Lowell	Massachusetts
1	Flash Funk	def.	Faarooq		&nbsp;	Dec 11th 1997	Lowell	Massachusetts
2	Mosh	def. (DQ)	Miguel Perez Jr.		&nbsp;	Dec 11th 1997	Lowell	Massachusetts
3	Mark Henry	def.	The Sultan		&nbsp;	Dec 11th 1997	Lowell	Massachusetts
4	Tom Brandi	def.	Barry Houston		&nbsp;	Dec 11th 1997	Lowell	Massachusetts
0	Thrasher	def. (DQ)	Henry O. Godwinn	01:13	&nbsp;	Dec 11th 1997	Lowell	Massachusetts
1	The Undertaker	draw (NC)	Rocky Maivia	10:15	&nbsp;	Dec 11th 1997	Lowell	Massachusetts
2	Marc Mero	def. (pin)	Scott Taylor	02:16	&nbsp;	Dec 11th 1997	Lowell	Massachusetts
3	Kurrgan	def. (pin)	8-Ball	02:00	&nbsp;	Dec 11th 1997	Lowell	Massachusetts
4	Ken Shamrock	def. (sub)	D-Lo Brown	02:22	&nbsp;	Dec 11th 1997	Lowell	Massachusetts
5	Hunter Hearst Helmsley	def. (pin)	Shawn Michaels	01:17	&nbsp;	Dec 11th 1997	Lowell	Massachusetts
0	Doug Furnas	def. (pin)	Flash Funk		&nbsp;	Dec 9th 1997	Durham	New Hampshire
1	Kurrgan	def.	Jeff Hardy		handicap tag	Dec 9th 1997	Durham	New Hampshire
2	Vader	def. (DQ)	Marc Mero		&nbsp;	Dec 9th 1997	Durham	New Hampshire
3	Mosh	def.	Henry O. Godwinn		&nbsp;	Dec 9th 1997	Durham	New Hampshire
0	TAKA Michinoku	def. (DQ)	Jerry Lawler		&nbsp;	Dec 9th 1997	Durham	New Hampshire
1	Dude Love	def. (pin)	Road Dogg		&nbsp;	Dec 9th 1997	Durham	New Hampshire
2	Mark Henry	def. (pin)	The Brooklyn Brawler		&nbsp;	Dec 9th 1997	Durham	New Hampshire
3	Tom Brandi	def. (pin)	The Sultan		&nbsp;	Dec 9th 1997	Durham	New Hampshire
4	Steve Blackman	def. (pin)	Jose Estrada Jr.		&nbsp;	Dec 9th 1997	Durham	New Hampshire
5	Animal	def. (DQ)	Hunter Hearst Helmsley	10:15	&nbsp;	Dec 9th 1997	Durham	New Hampshire
0	Recon	draw (DDQ)	Mosh		&nbsp;	Dec 8th 1997	Portland	Maine
1	Doug Furnas	def.	Jeff Hardy		&nbsp;	Dec 8th 1997	Portland	Maine
2	Vader	def.	Faarooq		&nbsp;	Dec 8th 1997	Portland	Maine
3	The Undertaker	def. (pin)	The Sultan		&nbsp;	Dec 8th 1997	Portland	Maine
0	Animal	draw (NC)	Henry O. Godwinn		&nbsp;	Dec 8th 1997	Portland	Maine
1	Dude Love	def. (pin)	Billy Gunn		&nbsp;	Dec 8th 1997	Portland	Maine
2	Flash Funk	def.	Kurrgan		&nbsp;	Dec 8th 1997	Portland	Maine
3	Jose Estrada Jr.	def. (pin)	8-Ball		&nbsp;	Dec 8th 1997	Portland	Maine
4	Jeff Jarrett	def. (CO)	Vader	00:40	&nbsp;	Dec 8th 1997	Portland	Maine
5	Salvatore Sincere	def. (CO)	Marc Mero		&nbsp;	Dec 8th 1997	Portland	Maine
6	Rocky Maivia	def. (forfeit)	Steve Austin		&nbsp;	Dec 8th 1997	Portland	Maine
0	TAKA Michinoku	def. (pin)	Brian Christopher	12:02	&nbsp;	Dec 7th 1997	Springfield	Massachusetts
1	Jesus Castillo Jr.	def. (pin)	8-Ball	07:57	6-person tag	Dec 7th 1997	Springfield	Massachusetts
2	Butterbean	def. (DQ)	Marc Mero	00:10	"""Toughman"""	Dec 7th 1997	Springfield	Massachusetts
3	Billy Gunn	def. (DQ)	Animal	10:33	&nbsp;	Dec 7th 1997	Springfield	Massachusetts
4	Hunter Hearst Helmsley	def. (pin)	Sergeant Slaughter	17:39	"""Boot Camp"""	Dec 7th 1997	Springfield	Massachusetts
5	Jeff Jarrett	def. (DQ)	The Undertaker	06:56	&nbsp;	Dec 7th 1997	Springfield	Massachusetts
6	Steve Austin	def. (pin)	Rocky Maivia	05:37	&nbsp;	Dec 7th 1997	Springfield	Massachusetts
7	Ken Shamrock	def. (DQ)	Shawn Michaels	18:29	&nbsp;	Dec 7th 1997	Springfield	Massachusetts
0	Ken Shamrock	def. (sub)	Mark Kyle		&nbsp;	Nov 25th 1997	Roanoke	Virginia
1	Dude Love	def. (DQ)	Marc Mero		&nbsp;	Nov 25th 1997	Roanoke	Virginia
2	Animal	def.	Frank Parker		&nbsp;	Nov 25th 1997	Roanoke	Virginia
3	Aguila	def. (pin)	Flash Flanagan		&nbsp;	Nov 25th 1997	Roanoke	Virginia
0	TAKA Michinoku	def. (pin)	Aguila	06:19	&nbsp;	Nov 25th 1997	Roanoke	Virginia
1	Chainz	draw (NC)	D-Lo Brown	03:40	four-way elimination	Nov 25th 1997	Roanoke	Virginia
2	Rocky Maivia	def. (CO)	Vader		&nbsp;	Nov 25th 1997	Roanoke	Virginia
3	Brian Christopher	def. (forfeit)	Scott Taylor		&nbsp;	Nov 25th 1997	Roanoke	Virginia
4	Ahmed Johnson	draw (NC)	Jeff Jarrett		&nbsp;	Nov 25th 1997	Roanoke	Virginia
5	Billy Gunn	def. (DQ)	Mosh		&nbsp;	Nov 25th 1997	Roanoke	Virginia
6	Hunter Hearst Helmsley	def. (pin)	Jim Neidhart		&nbsp;	Nov 25th 1997	Roanoke	Virginia
0	Flash Funk	def. (pin)	TAKA Michinoku		&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
1	Kurrgan	def. (pin)	Jeff Hardy		handicap tag	Nov 24th 1997	Fayetteville	North Carolina
2	8-Ball	def. (pin)	Jason Arhndt		8-person tag	Nov 24th 1997	Fayetteville	North Carolina
3	Dude Love	def. (pin)	The Sultan		&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
4	D-Lo Brown	def. (pin)	Mosh		&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
0	Billy Gunn	def. (pin)	Animal	09:23	&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
1	Brian Christopher	def. (pin)	Flash Flanagan	03:30	&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
2	Ken Shamrock	def. (sub)	Savio Vega	05:20	&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
3	Crush	def. (forfeit)	Jeff Jarrett		&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
4	Shawn Michaels	def. (pin)	Vader	03:00	&nbsp;	Nov 24th 1997	Fayetteville	North Carolina
0	Billy Gunn	def. (pin)	Mosh		&nbsp;	Nov 15th 1997	New York	New York
1	Faarooq	def. (pin)	Ahmed Johnson		&nbsp;	Nov 15th 1997	New York	New York
2	Chainz	def. (pin)	D-Lo Brown		&nbsp;	Nov 15th 1997	New York	New York
3	Shawn Michaels	def. (pin)	The Brooklyn Brawler	15:00	&nbsp;	Nov 15th 1997	New York	New York
4	Animal	def. (pin)	Miguel Perez Jr.		&nbsp;	Nov 15th 1997	New York	New York
5	Kane	def. (pin)	Vader		&nbsp;	Nov 15th 1997	New York	New York
6	Max Mini	def. (pin)	El Torito		6-person tag	Nov 15th 1997	New York	New York
7	Dude Love	def. (pin)	Jim Neidhart	04:00	no disqualification	Nov 15th 1997	New York	New York
8	Ken Shamrock	def. (sub)	Rocky Maivia		&nbsp;	Nov 15th 1997	New York	New York
9	Steve Austin	def. (pin)	Hunter Hearst Helmsley		&nbsp;	Nov 15th 1997	New York	New York
0	Brian Christopher	def.	Devon Storm		&nbsp;	Nov 11th 1997	Cornwall	Ontario
1	Kurrgan	def.	Dan Dalton		&nbsp;	Nov 11th 1997	Cornwall	Ontario
